Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,Ohio,Cuyahoga,"Census Tract 1517, Cuyahoga County, Ohio",Census Tract,39035151700,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1518, Cuyahoga County, Ohio",Census Tract,39035151800,Non-Rural,,,,,,
Primary Care,1395171904,Highland Health Providers Corporation,Federally Qualified Health Center,Ohio,"Highland County, OH",,19,22,Designated,Rural,02/11/2020,08/03/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Highland Health Providers,1487 N High St STE 102,Hillsboro,OH,45133-8496,Highland,Rural,,,,,
,Highland Health Providers - Greenfield Medical Services,1092 Jefferson St,Greenfield,OH,45123-8319,Highland,Rural,,,,,
,Highland Health Providers - HFH,1402 N High St,Hillsboro,OH,45133-8514,Highland,Rural,,,,,
,Highland Health Providers - Lynchburg Medical Center,8900 State Route 134,Lynchburg,OH,45142-9272,Highland,Rural,,,,,
,Highland Health Providers - Rocky Fork Medical Center,11130 N Shore Dr,Hillsboro,OH,45133-9751,Highland,Rural,,,,,
Mental Health,7392527242,Highland Health Providers Corporation,Federally Qualified Health Center,Ohio,"Highland County, OH",,19,NA,Designated,Rural,02/11/2020,08/03/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Highland Health Providers,1487 N High St STE 102,Hillsboro,OH,45133-8496,Highland,Rural,,,,,
,Highland Health Providers - Greenfield Medical Services,1092 Jefferson St,Greenfield,OH,45123-8319,Highland,Rural,,,,,
,Highland Health Providers - HFH,1402 N High St,Hillsboro,OH,45133-8514,Highland,Rural,,,,,
,Highland Health Providers - Lynchburg Medical Center,8900 State Route 134,Lynchburg,OH,45142-9272,Highland,Rural,,,,,
,Highland Health Providers - Rocky Fork Medical Center,11130 N Shore Dr,Hillsboro,OH,45133-9751,Highland,Rural,,,,,
Dental Health,6398281220,Highland Health Providers Corporation,Federally Qualified Health Center,Ohio,"Highland County, OH",,21,NA,Designated,Rural,02/11/2020,08/03/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Highland Health Providers,1487 N High St STE 102,Hillsboro,OH,45133-8496,Highland,Rural,,,,,
,Highland Health Providers - Greenfield Medical Services,1092 Jefferson St,Greenfield,OH,45123-8319,Highland,Rural,,,,,
,Highland Health Providers - HFH,1402 N High St,Hillsboro,OH,45133-8514,Highland,Rural,,,,,
,Highland Health Providers - Lynchburg Medical Center,8900 State Route 134,Lynchburg,OH,45142-9272,Highland,Rural,,,,,
,Highland Health Providers - Rocky Fork Medical Center,11130 N Shore Dr,Hillsboro,OH,45133-9751,Highland,Rural,,,,,
Primary Care,1393389024,Lee Miles,Geographic HPSA,Ohio,"Cuyahoga County, OH",2.765,15,13,Designated,Non-Rural,03/21/2012,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Cuyahoga,"Census Tract 1217, Cuyahoga County, Ohio",Census Tract,39035121700,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1218, Cuyahoga County, Ohio",Census Tract,39035121800,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1219, Cuyahoga County, Ohio",Census Tract,39035121900,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1221, Cuyahoga County, Ohio",Census Tract,39035122100,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1222, Cuyahoga County, Ohio",Census Tract,39035122200,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1223, Cuyahoga County, Ohio",Census Tract,39035122300,Non-Rural,,,,,,
Primary Care,1394060316,Mt. Pleasant/Union-Miles/Corlett,Geographic HPSA,Ohio,"Cuyahoga County, OH",7.25,21,16,Designated,Non-Rural,01/13/1988,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Cuyahoga,"Census Tract 1198, Cuyahoga County, Ohio",Census Tract,39035119800,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1199, Cuyahoga County, Ohio",Census Tract,39035119900,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1204, Cuyahoga County, Ohio",Census Tract,39035120400,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1205, Cuyahoga County, Ohio",Census Tract,39035120500,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1206, Cuyahoga County, Ohio",Census Tract,39035120600,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1207.01, Cuyahoga County, Ohio",Census Tract,39035120701,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1207.02, Cuyahoga County, Ohio",Census Tract,39035120702,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1208.01, Cuyahoga County, Ohio",Census Tract,39035120801,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1208.02, Cuyahoga County, Ohio",Census Tract,39035120802,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1211, Cuyahoga County, Ohio",Census Tract,39035121100,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1212, Cuyahoga County, Ohio",Census Tract,39035121200,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1213, Cuyahoga County, Ohio",Census Tract,39035121300,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1214.01, Cuyahoga County, Ohio",Census Tract,39035121401,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1214.03, Cuyahoga County, Ohio",Census Tract,39035121403,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1215, Cuyahoga County, Ohio",Census Tract,39035121500,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1275.01, Cuyahoga County, Ohio",Census Tract,39035127501,Non-Rural,,,,,,
Primary Care,1392494940,West Side Cleveland,High Needs Geographic HPSA,Ohio,"Cuyahoga County, OH",4.12,11,16,Designated,Non-Rural,03/23/1984,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Cuyahoga,"Census Tract 1011.01, Cuyahoga County, Ohio",Census Tract,39035101101,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1012, Cuyahoga County, Ohio",Census Tract,39035101200,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1013, Cuyahoga County, Ohio",Census Tract,39035101300,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1014, Cuyahoga County, Ohio",Census Tract,39035101400,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1015.01, Cuyahoga County, Ohio",Census Tract,39035101501,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1016.03, Cuyahoga County, Ohio",Census Tract,39035101603,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1017, Cuyahoga County, Ohio",Census Tract,39035101700,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1018, Cuyahoga County, Ohio",Census Tract,39035101800,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1019.01, Cuyahoga County, Ohio",Census Tract,39035101901,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1021.01, Cuyahoga County, Ohio",Census Tract,39035102101,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1021.02, Cuyahoga County, Ohio",Census Tract,39035102102,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1022, Cuyahoga County, Ohio",Census Tract,39035102200,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1023, Cuyahoga County, Ohio",Census Tract,39035102300,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1024.01, Cuyahoga County, Ohio",Census Tract,39035102401,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1024.02, Cuyahoga County, Ohio",Census Tract,39035102402,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1031, Cuyahoga County, Ohio",Census Tract,39035103100,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1033, Cuyahoga County, Ohio",Census Tract,39035103300,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1034, Cuyahoga County, Ohio",Census Tract,39035103400,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1035, Cuyahoga County, Ohio",Census Tract,39035103500,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1036.02, Cuyahoga County, Ohio",Census Tract,39035103602,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1038, Cuyahoga County, Ohio",Census Tract,39035103800,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1039, Cuyahoga County, Ohio",Census Tract,39035103900,Non-Rural,,,,,,
Primary Care,1397664382,Western Collinwood,Geographic HPSA,Ohio,"Cuyahoga County, OH",3.98,16,16,Designated,Non-Rural,04/13/1993,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Cuyahoga,"Census Tract 1169, Cuyahoga County, Ohio",Census Tract,39035116900,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1171.01, Cuyahoga County, Ohio",Census Tract,39035117101,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1171.02, Cuyahoga County, Ohio",Census Tract,39035117102,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1172.01, Cuyahoga County, Ohio",Census Tract,39035117201,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1172.02, Cuyahoga County, Ohio",Census Tract,39035117202,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1173, Cuyahoga County, Ohio",Census Tract,39035117300,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1174, Cuyahoga County, Ohio",Census Tract,39035117400,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1175, Cuyahoga County, Ohio",Census Tract,39035117500,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1179, Cuyahoga County, Ohio",Census Tract,39035117900,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1261, Cuyahoga County, Ohio",Census Tract,39035126100,Non-Rural,,,,,,
Primary Care,1398905345,Center City/Dorr (Toledo),Geographic HPSA,Ohio,"Lucas County, OH",1.185,14,18,Designated,Non-Rural,08/04/2006,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Lucas,"Census Tract 24.02, Lucas County, Ohio",Census Tract,39095002402,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 25, Lucas County, Ohio",Census Tract,39095002500,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 26, Lucas County, Ohio",Census Tract,39095002600,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 27, Lucas County, Ohio",Census Tract,39095002700,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 28, Lucas County, Ohio",Census Tract,39095002800,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 29, Lucas County, Ohio",Census Tract,39095002900,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 31, Lucas County, Ohio",Census Tract,39095003100,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 32, Lucas County, Ohio",Census Tract,39095003200,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 33, Lucas County, Ohio",Census Tract,39095003300,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 34, Lucas County, Ohio",Census Tract,39095003400,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 35, Lucas County, Ohio",Census Tract,39095003500,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 36, Lucas County, Ohio",Census Tract,39095003600,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 37, Lucas County, Ohio",Census Tract,39095003700,Non-Rural,,,,,,
Primary Care,1396315268,East Toledo,High Needs Geographic HPSA,Ohio,"Lucas County, OH",7.86,15,18,Designated,Non-Rural,01/31/1992,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Lucas,"Census Tract 46, Lucas County, Ohio",Census Tract,39095004600,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 47.01, Lucas County, Ohio",Census Tract,39095004701,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 47.02, Lucas County, Ohio",Census Tract,39095004702,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 48, Lucas County, Ohio",Census Tract,39095004800,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 49, Lucas County, Ohio",Census Tract,39095004900,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 50, Lucas County, Ohio",Census Tract,39095005000,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 51, Lucas County, Ohio",Census Tract,39095005100,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 52, Lucas County, Ohio",Census Tract,39095005200,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 53, Lucas County, Ohio",Census Tract,39095005300,Non-Rural,,,,,,
Primary Care,1398175762,LI-Franklinton/Greater Hilltop,Low Income Population HPSA,Ohio,"Franklin County, OH",11.717,20,17,Designated,Non-Rural,08/04/1994,09/08/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Franklin,"Census Tract 42, Franklin County, Ohio",Census Tract,39049004200,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 43, Franklin County, Ohio",Census Tract,39049004300,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 45, Franklin County, Ohio",Census Tract,39049004500,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 46.10, Franklin County, Ohio",Census Tract,39049004610,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 46.20, Franklin County, Ohio",Census Tract,39049004620,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 47, Franklin County, Ohio",Census Tract,39049004700,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 48.10, Franklin County, Ohio",Census Tract,39049004810,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 48.20, Franklin County, Ohio",Census Tract,39049004820,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 49, Franklin County, Ohio",Census Tract,39049004900,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 50, Franklin County, Ohio",Census Tract,39049005000,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 51, Franklin County, Ohio",Census Tract,39049005100,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 82.10, Franklin County, Ohio",Census Tract,39049008210,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 82.30, Franklin County, Ohio",Census Tract,39049008230,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 83.11, Franklin County, Ohio",Census Tract,39049008311,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 83.12, Franklin County, Ohio",Census Tract,39049008312,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 83.21, Franklin County, Ohio",Census Tract,39049008321,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 83.22, Franklin County, Ohio",Census Tract,39049008322,Non-Rural,,,,,,
,Ohio,Franklin,"Census Tract 83.50, Franklin County, Ohio",Census Tract,39049008350,Non-Rural,,,,,,
Primary Care,1397989110,LI - Near Southside Toledo,Low Income Population HPSA,Ohio,"Lucas County, OH",5.854,20,18,Designated,Non-Rural,02/17/2022,02/17/2022
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Lucas,"Census Tract 102, Lucas County, Ohio",Census Tract,39095010200,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 103, Lucas County, Ohio",Census Tract,39095010300,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 39, Lucas County, Ohio",Census Tract,39095003900,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 40, Lucas County, Ohio",Census Tract,39095004000,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 42, Lucas County, Ohio",Census Tract,39095004200,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 44, Lucas County, Ohio",Census Tract,39095004400,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 54, Lucas County, Ohio",Census Tract,39095005400,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 68, Lucas County, Ohio",Census Tract,39095006800,Non-Rural,,,,,,
,Ohio,Lucas,"Census Tract 73.03, Lucas County, Ohio",Census Tract,39095007303,Non-Rural,,,,,,
Primary Care,1398473439,LI-Barberton,Low Income Population HPSA,Ohio,"Summit County, OH",2.866,18,8 ,Designated,Non-Rural,04/15/2018,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Summit,"Barberton city, Summit County, Ohio",County Subdivision,3915303828,Non-Rural,,,,,,
Dental Health,6399921745,LI-West Dayton,Low Income Population HPSA,Ohio,"Montgomery County, OH",12.241,21,NA,Designated,Non-Rural,10/05/2021,10/05/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Montgomery,"Census Tract 1, Montgomery County, Ohio",Census Tract,39113000100,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 10, Montgomery County, Ohio",Census Tract,39113001000,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 11, Montgomery County, Ohio",Census Tract,39113001100,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 12, Montgomery County, Ohio",Census Tract,39113001200,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 1651, Montgomery County, Ohio",Census Tract,39113165100,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 1652, Montgomery County, Ohio",Census Tract,39113165200,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 2, Montgomery County, Ohio",Census Tract,39113000200,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 3, Montgomery County, Ohio",Census Tract,39113000300,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 35, Montgomery County, Ohio",Census Tract,39113003500,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 38, Montgomery County, Ohio",Census Tract,39113003800,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 39, Montgomery County, Ohio",Census Tract,39113003900,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 4, Montgomery County, Ohio",Census Tract,39113000400,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 41, Montgomery County, Ohio",Census Tract,39113004100,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 42, Montgomery County, Ohio",Census Tract,39113004200,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 43, Montgomery County, Ohio",Census Tract,39113004300,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 44, Montgomery County, Ohio",Census Tract,39113004400,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 46, Montgomery County, Ohio",Census Tract,39113004600,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 5, Montgomery County, Ohio",Census Tract,39113000500,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 6, Montgomery County, Ohio",Census Tract,39113000600,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 602, Montgomery County, Ohio",Census Tract,39113060200,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 603, Montgomery County, Ohio",Census Tract,39113060300,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 7, Montgomery County, Ohio",Census Tract,39113000700,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 701.01, Montgomery County, Ohio",Census Tract,39113070101,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 701.02, Montgomery County, Ohio",Census Tract,39113070102,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 702.01, Montgomery County, Ohio",Census Tract,39113070201,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 702.02, Montgomery County, Ohio",Census Tract,39113070202,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 703, Montgomery County, Ohio",Census Tract,39113070300,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 704, Montgomery County, Ohio",Census Tract,39113070400,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 705, Montgomery County, Ohio",Census Tract,39113070500,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 706, Montgomery County, Ohio",Census Tract,39113070600,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 707, Montgomery County, Ohio",Census Tract,39113070700,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 8.01, Montgomery County, Ohio",Census Tract,39113000801,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 8.02, Montgomery County, Ohio",Census Tract,39113000802,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 801, Montgomery County, Ohio",Census Tract,39113080100,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 803, Montgomery County, Ohio",Census Tract,39113080300,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 804, Montgomery County, Ohio",Census Tract,39113080400,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 9, Montgomery County, Ohio",Census Tract,39113000900,Non-Rural,,,,,,
Dental Health,6397147950,LI - East Dayton,Low Income Population HPSA,Ohio,"Montgomery County, OH",6.859,21,NA,Designated,Non-Rural,10/05/2021,10/05/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Montgomery,"Census Tract 15.01, Montgomery County, Ohio",Census Tract,39113001501,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 16, Montgomery County, Ohio",Census Tract,39113001600,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 17, Montgomery County, Ohio",Census Tract,39113001700,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 18, Montgomery County, Ohio",Census Tract,39113001800,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 19, Montgomery County, Ohio",Census Tract,39113001900,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 20, Montgomery County, Ohio",Census Tract,39113002000,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 22, Montgomery County, Ohio",Census Tract,39113002200,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 23, Montgomery County, Ohio",Census Tract,39113002300,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 24, Montgomery County, Ohio",Census Tract,39113002400,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 25, Montgomery County, Ohio",Census Tract,39113002500,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 26, Montgomery County, Ohio",Census Tract,39113002600,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 27, Montgomery County, Ohio",Census Tract,39113002700,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 28, Montgomery County, Ohio",Census Tract,39113002800,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 29, Montgomery County, Ohio",Census Tract,39113002900,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 30, Montgomery County, Ohio",Census Tract,39113003000,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 31, Montgomery County, Ohio",Census Tract,39113003100,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 32.01, Montgomery County, Ohio",Census Tract,39113003201,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 33, Montgomery County, Ohio",Census Tract,39113003300,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 34.02, Montgomery County, Ohio",Census Tract,39113003402,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 34.03, Montgomery County, Ohio",Census Tract,39113003403,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 34.04, Montgomery County, Ohio",Census Tract,39113003404,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 805, Montgomery County, Ohio",Census Tract,39113080500,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 806, Montgomery County, Ohio",Census Tract,39113080600,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 807, Montgomery County, Ohio",Census Tract,39113080700,Non-Rural,,,,,,
,Ohio,Montgomery,"Census Tract 903.02, Montgomery County, Ohio",Census Tract,39113090302,Non-Rural,,,,,,
Primary Care,1392284668,LI - Springfield,Low Income Population HPSA,Ohio,"Clark County, OH",9.245,17,17,Designated,Non-Rural,02/23/2022,02/23/2022
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Clark,"Census Tract 10, Clark County, Ohio",Census Tract,39023001000,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 11.01, Clark County, Ohio",Census Tract,39023001101,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 11.02, Clark County, Ohio",Census Tract,39023001102,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 12, Clark County, Ohio",Census Tract,39023001200,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 13, Clark County, Ohio",Census Tract,39023001300,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 14, Clark County, Ohio",Census Tract,39023001400,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 15, Clark County, Ohio",Census Tract,39023001500,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 16, Clark County, Ohio",Census Tract,39023001600,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 17, Clark County, Ohio",Census Tract,39023001700,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 19, Clark County, Ohio",Census Tract,39023001900,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 2, Clark County, Ohio",Census Tract,39023000200,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 21, Clark County, Ohio",Census Tract,39023002100,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 24.03, Clark County, Ohio",Census Tract,39023002403,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 24.04, Clark County, Ohio",Census Tract,39023002404,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 25.02, Clark County, Ohio",Census Tract,39023002502,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 3, Clark County, Ohio",Census Tract,39023000300,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 34, Clark County, Ohio",Census Tract,39023003400,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 37, Clark County, Ohio",Census Tract,39023003700,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 4, Clark County, Ohio",Census Tract,39023000400,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 5, Clark County, Ohio",Census Tract,39023000500,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 6, Clark County, Ohio",Census Tract,39023000600,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 7, Clark County, Ohio",Census Tract,39023000700,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 9.01, Clark County, Ohio",Census Tract,39023000901,Non-Rural,,,,,,
,Ohio,Clark,"Census Tract 9.02, Clark County, Ohio",Census Tract,39023000902,Non-Rural,,,,,,
